Week,Category,Skrey's SQUAD,Shmoulie,My Team Snells Like Shit,The Bronx Boofers,The Murk Ma$ter,UNKle Jerik,vves11,wes11,Acu√±a Matata,Beasts of the East,Colson Anthony Teel Jr.,Cleveland Steamers,Derty's Rolling Crew,Put Up or Shut Up,North Shore Beefs,Tardy Plumbers
12,ERA,3.08,6.09,4.57,3.4,3.33,5.84,4.63,2.06,4.6,3.55,4.88,7.78,3.56,4.52,6.69,2.28
12,WHIP,0.87,1.48,1.2,1.11,1.1,1.5,1.31,1.03,1.36,1.3,1.21,1.65,1.21,1.38,1.56,1.13
12,L,0.0,6.0,3.0,1.0,6.0,3.0,5.0,2.0,4.0,3.0,5.0,6.0,3.0,6.0,3.0,2.0
12,SV,0.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,1.0,2.0,6.0,3.0,0.0,0.0
12,K_P,39.0,64.0,54.0,43.0,77.0,51.0,62.0,61.0,53.0,63.0,52.0,41.0,47.0,60.0,37.0,56.0
12,HLD,3.0,2.0,1.0,4.0,2.0,3.0,0.0,5.0,3.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0
12,IP,38.0,78.1,61.0,42.1,73.0,44.2,56.1,70.0,58.2,58.1,62.2,37.0,48.0,69.2,40.1,51.1
12,H/AB,66/233,53/187,53/223,71/229,57/209,53/213,45/220,54/223,61/201,59/227,54/236,50/188,45/219,66/239,48/195,56/216
12,QS,3.0,2.0,5.0,2.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0,2.0,3.0,5.0,2.0,5.0
13,OBP,0.322,0.351,0.282,0.402,0.311,0.281,0.366,0.35,0.335,0.294,0.278,0.294,0.346,0.281,0.362,0.353
13,R,33.0,40.0,21.0,30.0,23.0,28.0,26.0,35.0,34.0,27.0,26.0,21.0,27.0,25.0,28.0,33.0
13,HR,12.0,10.0,2.0,7.0,6.0,8.0,10.0,7.0,11.0,5.0,8.0,6.0,2.0,8.0,9.0,13.0
13,RBI,33.0,29.0,16.0,32.0,16.0,30.0,29.0,30.0,25.0,20.0,30.0,23.0,25.0,25.0,33.0,25.0
13,SB,5.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,6.0,5.0,3.0
13,K_B,35.0,55.0,50.0,49.0,46.0,57.0,44.0,48.0,50.0,44.0,60.0,45.0,46.0,56.0,32.0,50.0
13,TB,88.0,107.0,71.0,85.0,57.0,81.0,85.0,93.0,97.0,75.0,92.0,80.0,73.0,82.0,93.0,105.0
13,ERA,3.28,3.99,3.6,3.47,3.97,4.85,6.15,3.53,3.2,3.76,6.33,5.68,1.14,3.26,3.48,2.06
13,WHIP,0.94,1.14,1.13,1.24,1.3,1.24,1.33,1.22,0.99,1.31,1.48,1.45,0.82,1.01,1.04,1.21
13,L,4.0,3.0,5.0,0.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0
13,SV,3.0,4.0,3.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0
13,K_P,58.0,64.0,38.0,67.0,54.0,43.0,23.0,46.0,57.0,69.0,68.0,37.0,57.0,39.0,26.0,53.0
13,HLD,0.0,0.0,0.0,3.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0
13,IP,57.2,70.0,40.0,49.1,45.1,42.2,26.1,51.0,56.1,67.0,69.2,38.0,47.1,38.2,33.2,43.2
13,H/AB,44/185,66/234,47/222,54/183,36/157,47/219,50/170,60/226,52/206,44/210,51/231,47/211,50/197,52/235,56/181,58/210
13,QS,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,6.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0
14,OBP,0.318,0.29,0.301,0.308,0.426,0.377,0.307,0.366,0.326,0.311,0.343,0.376,0.287,0.306,0.295,0.319
14,R,23.0,24.0,28.0,36.0,31.0,39.0,30.0,29.0,34.0,24.0,26.0,32.0,27.0,33.0,25.0,21.0
14,HR,9.0,12.0,15.0,10.0,12.0,14.0,5.0,5.0,13.0,1.0,4.0,12.0,13.0,8.0,9.0,3.0
14,RBI,25.0,43.0,35.0,38.0,32.0,46.0,25.0,19.0,29.0,23.0,26.0,33.0,32.0,39.0,25.0,24.0
14,SB,3.0,4.0,1.0,2.0,3.0,1.0,3.0,12.0,6.0,6.0,6.0,3.0,4.0,7.0,4.0,0.0
14,K_B,48.0,63.0,56.0,48.0,37.0,56.0,64.0,41.0,46.0,48.0,57.0,33.0,48.0,69.0,50.0,55.0
14,TB,88.0,100.0,105.0,94.0,101.0,123.0,77.0,80.0,102.0,86.0,92.0,102.0,108.0,106.0,76.0,81.0
14,ERA,4.02,2.93,4.25,4.53,3.59,2.02,3.0,5.21,4.3,5.7,5.51,5.45,2.98,1.91,4.91,3.39
14,WHIP,1.32,1.06,1.15,1.3,1.2,1.18,1.08,1.45,1.1,1.65,1.61,1.58,1.03,0.8,1.34,1.11
14,L,4.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,2.0
14,SV,3.0,4.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0
14,K_P,61.0,66.0,59.0,54.0,49.0,51.0,54.0,47.0,62.0,43.0,68.0,39.0,56.0,43.0,38.0,56.0
14,HLD,3.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,3.0,2.0
14,IP,53.2,58.1,72.0,47.2,47.2,49.0,48.0,48.1,69.0,36.1,67.0,38.0,51.1,42.1,36.2,61.0
14,H/AB,51/201,51/225,52/217,53/212,53/169,67/224,45/211,55/208,54/204,64/254,67/228,55/178,56/229,64/259,39/183,58/218
14,QS,3.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,0.0,2.0,0.0,3.0,3.0,3.0,5.0
15,OBP,0.379,0.296,0.277,0.378,0.322,0.349,0.331,0.301,0.345,0.354,0.33,0.339,0.289,0.317,0.305,0.361
15,R,64.0,46.0,39.0,55.0,43.0,53.0,53.0,39.0,49.0,50.0,39.0,47.0,50.0,46.0,43.0,52.0
15,HR,22.0,14.0,15.0,20.0,12.0,16.0,16.0,8.0,19.0,11.0,6.0,17.0,21.0,11.0,12.0,10.0
15,RBI,65.0,47.0,49.0,51.0,34.0,61.0,51.0,37.0,45.0,38.0,39.0,49.0,58.0,32.0,34.0,38.0
15,SB,10.0,9.0,7.0,7.0,4.0,12.0,6.0,5.0,4.0,11.0,4.0,6.0,2.0,11.0,7.0,7.0
15,K_B,57.0,78.0,64.0,61.0,61.0,70.0,80.0,69.0,75.0,72.0,63.0,79.0,66.0,85.0,73.0,79.0
15,TB,173.0,147.0,125.0,173.0,121.0,155.0,151.0,120.0,162.0,145.0,122.0,144.0,158.0,132.0,134.0,136.0
15,ERA,5.42,4.53,2.19,2.31,3.29,2.87,3.61,5.58,3.05,1.56,4.33,4.34,4.01,4.2,2.84,4.32
15,WHIP,1.32,1.34,1.02,0.84,1.05,1.22,1.01,1.41,1.23,0.98,1.24,1.39,1.18,1.05,1.06,1.34
15,L,10.0,7.0,3.0,4.0,5.0,4.0,4.0,9.0,3.0,1.0,5.0,6.0,5.0,8.0,0.0,3.0
15,SV,3.0,2.0,4.0,3.0,3.0,0.0,3.0,2.0,4.0,6.0,1.0,2.0,4.0,5.0,0.0,1.0
15,K_P,99.0,92.0,53.0,104.0,87.0,81.0,47.0,89.0,76.0,78.0,75.0,65.0,87.0,79.0,47.0,64.0
15,HLD,4.0,3.0,2.0,1.0,2.0,8.0,0.0,3.0,4.0,5.0,5.0,5.0,0.0,5.0,8.0,4.0
15,IP,99.2,93.1,61.2,105.1,93.0,75.1,52.1,108.0,82.2,69.1,79.0,56.0,83.0,94.1,44.1,66.2
15,H/AB,82/270,80/319,66/315,92/304,69/268,87/324,81/312,73/320,84/302,86/326,84/312,76/303,76/312,83/343,79/301,84/314
15,QS,5.0,6.0,5.0,11.0,8.0,5.0,4.0,7.0,4.0,5.0,6.0,3.0,4.0,6.0,1.0,3.0
16,OBP,0.34,0.349,0.31,0.274,0.292,0.345,0.328,0.363,0.354,0.279,0.296,0.301,0.38,0.349,0.36,0.38
16,R,30.0,30.0,30.0,27.0,23.0,19.0,27.0,35.0,35.0,26.0,23.0,32.0,31.0,34.0,39.0,37.0
16,HR,10.0,4.0,10.0,10.0,6.0,2.0,12.0,10.0,8.0,7.0,7.0,12.0,13.0,8.0,11.0,8.0
16,RBI,30.0,28.0,27.0,24.0,21.0,12.0,22.0,34.0,25.0,29.0,30.0,34.0,30.0,39.0,36.0,38.0
16,SB,2.0,9.0,7.0,6.0,4.0,0.0,3.0,5.0,4.0,6.0,4.0,5.0,3.0,6.0,5.0,1.0
16,K_B,49.0,53.0,49.0,65.0,57.0,48.0,46.0,45.0,70.0,57.0,51.0,36.0,39.0,59.0,42.0,45.0
16,TB,99.0,87.0,89.0,80.0,65.0,58.0,92.0,101.0,92.0,98.0,92.0,110.0,106.0,108.0,118.0,107.0
16,ERA,4.58,4.81,3.57,1.37,3.97,2.66,3.76,2.77,1.89,3.95,5.45,4.66,5.73,2.12,4.29,2.81
16,WHIP,1.2,1.25,1.35,0.88,1.19,1.1,1.2,1.08,0.87,1.32,1.12,1.47,1.39,1.08,1.21,1.17
16,L,3.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,6.0,3.0,4.0,1.0,3.0,4.0
16,SV,4.0,2.0,4.0,1.0,4.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0
16,K_P,60.0,75.0,45.0,61.0,49.0,46.0,34.0,42.0,32.0,58.0,73.0,36.0,46.0,46.0,32.0,57.0
16,HLD,3.0,2.0,1.0,3.0,1.0,5.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,1.0,4.0
16,IP,59.0,76.2,45.1,59.1,45.1,47.1,38.1,39.0,38.0,43.1,74.1,38.2,44.0,51.0,42.0,48.0
16,H/AB,56/226,62/227,48/212,41/207,39/192,45/171,47/174,53/202,59/215,59/251,54/216,54/211,54/190,65/232,63/209,65/222
16,QS,3.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0
17,OBP,0.341,0.272,0.314,0.304,0.297,0.321,0.325,0.296,0.331,0.368,0.267,0.326,0.324,0.307,0.385,0.367
17,R,34.0,37.0,28.0,29.0,28.0,26.0,29.0,19.0,33.0,45.0,30.0,20.0,34.0,38.0,25.0,31.0
17,HR,9.0,10.0,9.0,12.0,7.0,7.0,9.0,5.0,10.0,10.0,7.0,5.0,10.0,8.0,4.0,11.0
17,RBI,30.0,37.0,31.0,33.0,26.0,32.0,29.0,22.0,30.0,25.0,30.0,24.0,36.0,37.0,24.0,35.0
17,SB,3.0,0.0,2.0,4.0,6.0,7.0,9.0,7.0,6.0,8.0,4.0,4.0,7.0,4.0,0.0,3.0
17,K_B,40.0,63.0,64.0,51.0,57.0,45.0,59.0,46.0,57.0,48.0,58.0,53.0,49.0,61.0,39.0,49.0
17,TB,95.0,91.0,96.0,103.0,79.0,97.0,91.0,66.0,91.0,114.0,72.0,81.0,111.0,98.0,81.0,111.0
17,ERA,3.62,5.17,4.3,4.09,3.7,5.66,4.47,2.82,3.07,3.97,3.93,5.91,2.44,3.54,1.7,3.52
17,WHIP,1.06,1.33,1.35,0.99,1.27,1.4,1.22,1.2,1.16,1.27,1.23,1.5,1.18,1.18,1.0,1.33
17,L,5.0,9.0,3.0,5.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0
17,SV,3.0,3.0,3.0,1.0,4.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0
17,K_P,63.0,68.0,80.0,48.0,53.0,53.0,43.0,47.0,57.0,53.0,58.0,28.0,33.0,56.0,40.0,41.0
17,HLD,3.0,0.0,1.0,3.0,0.0,5.0,2.0,1.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,5.0
17,IP,54.2,69.2,73.1,50.2,56.0,55.2,52.1,51.0,58.2,56.2,52.2,32.0,51.2,56.0,37.0,46.0
17,H/AB,61/228,51/238,57/217,56/225,44/197,60/226,52/208,41/192,55/224,65/233,42/205,52/199,64/235,62/236,54/178,65/214
17,QS,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0
18,OBP,0.268,0.357,0.304,0.327,0.293,0.335,0.297,0.336,0.352,0.384,0.279,0.282,0.289,0.327,0.361,0.392
18,R,29.0,30.0,34.0,31.0,23.0,23.0,26.0,31.0,39.0,36.0,18.0,26.0,22.0,29.0,29.0,38.0
18,HR,9.0,10.0,12.0,6.0,10.0,3.0,10.0,8.0,11.0,13.0,5.0,8.0,10.0,6.0,12.0,12.0
18,RBI,27.0,33.0,34.0,38.0,29.0,11.0,25.0,30.0,30.0,37.0,12.0,24.0,28.0,29.0,34.0,37.0
18,SB,4.0,6.0,3.0,5.0,1.0,1.0,4.0,9.0,4.0,11.0,2.0,5.0,5.0,5.0,1.0,4.0
18,K_B,54.0,62.0,57.0,68.0,48.0,33.0,42.0,38.0,56.0,33.0,43.0,56.0,40.0,61.0,45.0,46.0
18,TB,84.0,93.0,100.0,87.0,83.0,63.0,73.0,92.0,107.0,109.0,63.0,70.0,88.0,76.0,104.0,115.0
18,ERA,2.89,4.23,5.21,4.9,4.47,8.38,3.95,2.77,4.61,2.13,5.73,3.6,4.28,2.87,2.17,2.43
18,WHIP,0.99,1.61,1.4,1.25,1.33,1.86,1.26,1.23,1.17,1.0,1.75,1.28,1.35,0.93,0.93,1.02
18,L,3.0,5.0,7.0,3.0,4.0,7.0,2.0,2.0,4.0,1.0,6.0,2.0,2.0,3.0,1.0,1.0
18,SV,2.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,1.0
18,K_P,54.0,55.0,71.0,67.0,47.0,51.0,58.0,42.0,70.0,56.0,43.0,31.0,44.0,71.0,52.0,35.0
18,HLD,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,6.0,3.0,5.0
18,IP,46.2,44.2,67.1,68.0,50.1,38.2,68.1,48.2,82.0,55.0,48.2,40.0,54.2,69.0,49.2,33.1
18,H/AB,47/219,59/218,51/221,53/217,45/196,45/181,41/202,58/213,61/211,53/176,39/186,42/195,50/223,49/214,55/185,64/189
18,QS,4.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0
19,OBP,0.296,0.304,0.356,0.322,0.316,0.329,0.281,0.323,0.421,0.34,0.34,0.307,0.319,0.337,0.358,0.333
19,R,35.0,28.0,28.0,32.0,31.0,29.0,29.0,34.0,23.0,25.0,42.0,29.0,38.0,30.0,28.0,8.0
19,HR,12.0,5.0,11.0,11.0,11.0,9.0,8.0,9.0,12.0,5.0,8.0,8.0,15.0,6.0,8.0,4.0
19,RBI,24.0,28.0,35.0,40.0,30.0,30.0,28.0,27.0,31.0,28.0,31.0,29.0,42.0,25.0,28.0,13.0
19,SB,9.0,5.0,7.0,3.0,1.0,13.0,7.0,6.0,3.0,10.0,8.0,4.0,1.0,5.0,3.0,0.0
19,K_B,49.0,62.0,29.0,55.0,56.0,42.0,49.0,48.0,26.0,50.0,55.0,52.0,37.0,63.0,46.0,25.0
19,TB,99.0,80.0,111.0,112.0,84.0,88.0,90.0,86.0,82.0,88.0,94.0,82.0,109.0,82.0,84.0,41.0
19,ERA,2.95,2.44,3.93,4.04,2.42,6.96,3.23,2.53,5.55,3.06,2.5,1.96,3.86,5.37,5.4,3.12
19,WHIP,0.98,0.86,1.12,1.16,1.01,1.52,1.19,1.13,1.44,1.14,0.94,1.06,1.31,1.41,1.38,0.78
19,L,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,6.0,3.0,2.0,1.0,4.0,9.0,3.0,2.0
19,SV,2.0,4.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0
19,K_P,35.0,43.0,49.0,57.0,41.0,25.0,51.0,50.0,68.0,66.0,44.0,24.0,48.0,65.0,37.0,48.0
19,HLD,2.0,3.0,3.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,5.0,0.0,1.0,1.0,4.0
19,IP,39.2,44.1,52.2,64.2,48.1,32.1,53.0,53.1,58.1,61.2,54.0,36.2,49.0,65.1,40.0,43.1
19,H/AB,53/219,49/225,61/197,65/237,48/213,49/193,53/234,48/202,39/111,60/234,56/210,46/204,53/206,53/227,52/189,25/95
19,QS,2.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0
20,OBP,0.299,0.32,0.279,0.338,0.318,0.407,0.31,0.309,0.341,0.344,0.386,0.302,0.246,0.364,0.386,0.338
20,R,22.0,33.0,21.0,27.0,24.0,34.0,33.0,34.0,35.0,35.0,42.0,24.0,26.0,38.0,30.0,30.0
20,HR,4.0,6.0,7.0,8.0,10.0,14.0,12.0,10.0,9.0,8.0,8.0,9.0,14.0,12.0,7.0,10.0
20,RBI,22.0,22.0,18.0,38.0,22.0,42.0,30.0,30.0,31.0,25.0,32.0,35.0,34.0,43.0,21.0,29.0
20,SB,4.0,9.0,4.0,1.0,3.0,8.0,3.0,4.0,4.0,9.0,3.0,1.0,2.0,8.0,4.0,4.0
20,K_B,44.0,46.0,53.0,62.0,63.0,36.0,39.0,52.0,47.0,44.0,33.0,54.0,54.0,44.0,44.0,49.0
20,TB,69.0,76.0,76.0,105.0,90.0,110.0,97.0,84.0,93.0,109.0,102.0,83.0,94.0,117.0,90.0,95.0
20,ERA,2.05,2.61,3.08,2.48,3.02,5.53,4.67,2.27,6.3,4.88,3.81,3.67,4.39,4.46,5.03,6.27
20,WHIP,0.81,1.05,1.07,0.86,1.13,1.35,1.33,1.21,1.64,1.26,1.08,1.25,1.3,1.29,1.5,1.57
20,L,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,6.0,6.0,3.0,3.0,6.0,1.0,1.0,5.0
20,SV,2.0,1.0,4.0,2.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0
20,K_P,69.0,62.0,81.0,83.0,53.0,54.0,49.0,44.0,48.0,85.0,54.0,40.0,50.0,68.0,37.0,52.0
20,HLD,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0
20,IP,57.0,62.0,76.0,65.1,50.2,42.1,52.0,43.2,50.0,79.1,56.2,41.2,55.1,74.2,39.1,60.1
20,H/AB,46/208,46/219,46/221,59/212,53/212,54/161,50/213,47/210,54/218,64/251,61/205,48/205,43/201,66/221,54/198,55/199
20,QS,6.0,5.0,7.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0
21,OBP,0.338,0.308,0.32,0.37,0.356,0.357,0.346,0.348,0.336,0.333,0.317,0.303,0.346,0.342,0.367,0.277
21,R,44.0,24.0,27.0,34.0,34.0,40.0,32.0,33.0,36.0,34.0,27.0,31.0,24.0,40.0,27.0,26.0
21,HR,14.0,7.0,4.0,10.0,15.0,9.0,11.0,11.0,9.0,13.0,11.0,11.0,8.0,9.0,4.0,7.0
21,RBI,34.0,25.0,18.0,29.0,33.0,28.0,43.0,32.0,26.0,39.0,27.0,26.0,34.0,42.0,22.0,37.0
21,SB,5.0,5.0,5.0,4.0,5.0,8.0,3.0,10.0,6.0,6.0,2.0,5.0,1.0,3.0,2.0,0.0
21,K_B,36.0,59.0,39.0,59.0,52.0,47.0,54.0,45.0,45.0,57.0,57.0,55.0,42.0,63.0,49.0,58.0
21,TB,108.0,87.0,65.0,100.0,103.0,90.0,103.0,97.0,86.0,127.0,101.0,85.0,87.0,120.0,73.0,71.0
21,ERA,3.2,5.19,4.7,3.07,2.91,2.83,5.67,4.08,3.11,4.48,4.93,4.71,3.0,1.78,3.26,3.93
21,WHIP,1.07,1.22,1.3,1.24,1.19,1.04,1.33,1.29,1.04,1.36,1.25,1.45,1.02,1.04,1.04,1.31
21,L,4.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,1.0,3.0,6.0,5.0,3.0,1.0,2.0,3.0
21,SV,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,6.0,4.0,0.0,2.0
21,K_P,59.0,54.0,65.0,47.0,66.0,60.0,51.0,32.0,78.0,62.0,50.0,50.0,50.0,65.0,44.0,62.0
21,HLD,3.0,0.0,2.0,4.0,2.0,3.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,2.0,4.0
21,IP,50.2,59.0,53.2,41.0,68.0,60.1,54.0,39.2,66.2,60.1,45.2,57.1,57.0,65.2,47.0,55.0
21,H/AB,53/202,55/232,46/194,59/211,49/200,52/200,60/218,57/202,52/207,70/244,61/226,44/206,49/190,66/239,47/171,43/210
21,QS,3.0,3.0,3.0,2.0,3.0,6.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0
22,OBP,0.305,0.268,0.352,,,0.29,0.32,,0.358,,,,0.298,,,0.403
22,R,26.0,25.0,29.0,,,22.0,32.0,,35.0,,,,25.0,,,37.0
22,HR,6.0,6.0,10.0,,,6.0,13.0,,18.0,,,,5.0,,,11.0
22,RBI,30.0,21.0,24.0,,,19.0,37.0,,42.0,,,,28.0,,,38.0
22,SB,7.0,4.0,5.0,,,4.0,6.0,,4.0,,,,3.0,,,6.0
22,K_B,53.0,48.0,45.0,,,45.0,51.0,,46.0,,,,40.0,,,35.0
22,TB,100.0,57.0,99.0,,,62.0,91.0,,129.0,,,,68.0,,,111.0
22,ERA,4.1,3.28,5.21,,,5.11,5.87,,4.31,,,,7.07,,,6.04
22,WHIP,1.38,1.09,1.4,,,1.34,1.22,,1.28,,,,1.77,,,1.54
22,L,5.0,2.0,6.0,,,2.0,2.0,,5.0,,,,4.0,,,3.0
22,SV,4.0,3.0,0.0,,,1.0,1.0,,0.0,,,,3.0,,,2.0
22,K_P,97.0,21.0,45.0,,,23.0,21.0,,69.0,,,,28.0,,,64.0
22,HLD,2.0,0.0,1.0,,,0.0,0.0,,4.0,,,,0.0,,,2.0
22,IP,98.2,24.2,57.0,,,24.2,23.0,,62.2,,,,35.2,,,56.2
22,H/AB,56/231,33/177,58/210,,,37/154,46/197,,60/216,,,,41/180,,,63/196
22,QS,4.0,2.0,5.0,,,1.0,1.0,,3.0,,,,1.0,,,2.0
23,OBP,0.318,0.36,0.373,0.296,0.335,0.291,0.352,,0.342,0.338,,,0.259,0.265,,0.391
23,R,29.0,28.0,37.0,23.0,24.0,19.0,30.0,,33.0,41.0,,,19.0,22.0,,20.0
23,HR,10.0,12.0,11.0,3.0,9.0,8.0,6.0,,8.0,6.0,,,5.0,9.0,,6.0
23,RBI,32.0,26.0,24.0,21.0,23.0,22.0,28.0,,26.0,33.0,,,19.0,23.0,,20.0
23,SB,3.0,4.0,5.0,3.0,3.0,6.0,5.0,,7.0,12.0,,,3.0,2.0,,1.0
23,K_B,51.0,38.0,42.0,56.0,45.0,49.0,52.0,,51.0,51.0,,,40.0,56.0,,32.0
23,TB,98.0,97.0,99.0,73.0,70.0,65.0,91.0,,100.0,91.0,,,64.0,71.0,,77.0
23,ERA,4.58,3.74,1.64,4.06,3.2,4.01,9.49,,2.72,3.13,,,1.59,3.44,,4.56
23,WHIP,1.33,0.97,0.82,0.96,1.05,1.34,2.11,,0.97,0.9,,,0.84,0.98,,1.23
23,L,5.0,1.0,2.0,7.0,5.0,1.0,1.0,,5.0,3.0,,,1.0,0.0,,1.0
23,SV,3.0,1.0,4.0,3.0,4.0,2.0,1.0,,0.0,4.0,,,2.0,0.0,,4.0
23,K_P,81.0,20.0,29.0,103.0,55.0,32.0,13.0,,94.0,79.0,,,19.0,23.0,,32.0
23,HLD,0.0,0.0,3.0,0.0,3.0,2.0,0.0,,3.0,4.0,,,0.0,1.0,,1.0
23,IP,78.2,21.2,22.0,108.2,56.1,24.2,12.1,,79.1,72.0,,,22.2,18.1,,23.2
23,H/AB,57/238,50/182,57/202,47/221,37/140,32/154,58/216,,60/213,63/233,,,38/179,39/177,,47/152
23,QS,5.0,1.0,2.0,5.0,5.0,2.0,0.0,,5.0,4.0,,,1.0,1.0,,1.0
24,OBP,0.298,,,0.413,0.322,,0.265,,0.389,0.358,,,0.312,0.275,,
24,R,31.0,,,30.0,25.0,,25.0,,38.0,38.0,,,29.0,18.0,,
24,HR,5.0,,,7.0,8.0,,6.0,,10.0,9.0,,,5.0,5.0,,
24,RBI,24.0,,,23.0,24.0,,25.0,,30.0,33.0,,,21.0,22.0,,
24,SB,9.0,,,4.0,1.0,,2.0,,6.0,8.0,,,5.0,2.0,,
24,K_B,41.0,,,51.0,43.0,,53.0,,57.0,43.0,,,45.0,56.0,,
24,TB,71.0,,,99.0,64.0,,71.0,,121.0,120.0,,,75.0,53.0,,
24,ERA,4.98,,,3.94,2.74,,1.04,,4.66,4.15,,,4.29,1.77,,
24,WHIP,1.22,,,1.52,0.98,,0.73,,1.18,1.25,,,1.48,1.03,,
24,L,2.0,,,2.0,4.0,,0.0,,4.0,7.0,,,0.0,1.0,,
24,SV,1.0,,,3.0,4.0,,2.0,,1.0,2.0,,,4.0,0.0,,
24,K_P,25.0,,,34.0,37.0,,41.0,,85.0,94.0,,,18.0,25.0,,
24,HLD,1.0,,,0.0,0.0,,0.0,,3.0,5.0,,,0.0,3.0,,
24,IP,34.1,,,29.2,42.2,,26.0,,77.1,99.2,,,21.0,20.1,,
24,H/AB,43/197,,,60/185,36/152,,43/217,,75/246,77/253,,,50/199,34/165,,
24,QS,2.0,,,1.0,2.0,,0.0,,3.0,6.0,,,0.0,0.0,,
